id,x,y,cluster
98,7.4,21.55,9
99,7.75,21.2,9
100,7.65,20.65,9
101,6.95,19.8,9
102,6.6,20.1,9
103,6.05,20.2,9
104,5.4,19.65,9
105,5.35,19.05,9
106,5.8,18.25,9
107,6.3,19.1,9
108,7.0,18.9,9
109,7.15,17.9,9
110,7.35,18.2,9
111,8.2,20.05,9
112,8.3,19.45,9
113,8.3,18.5,9
114,8.75,18.8,9
115,9.05,18.2,9
116,9.35,17.7,9
117,8.9,17.65,9
118,8.45,17.2,9
119,10.05,17.2,9
120,10.4,16.75,9
121,8.6,20.9,9
122,8.65,21.3,9
123,8.65,21.9,9
124,8.65,22.5,9
125,8.95,22.8,9
126,9.95,22.65,9
127,8.95,22.2,9
128,9.65,21.9,9
129,10.55,22.3,9
130,10.9,22.85,9
131,11.35,23.45,9
132,12.05,23.4,9
133,12.3,22.75,9
134,11.7,22.15,9
135,11.15,22.05,9
136,10.85,21.5,9
137,10.85,21.05,9
138,9.6,21.3,9
139,9.85,20.7,9
140,9.35,20.6,9
141,9.25,19.65,9
142,9.95,19.8,9
143,10.7,20.35,9
144,11.3,20.7,9
145,12.35,21.6,9
146,13.1,21.3,9
147,12.85,20.75,9
148,12.0,20.0,9
149,11.0,19.85,9
150,10.35,19.0,9
151,9.9,18.65,9
152,10.6,18.15,9
153,11.4,18.3,9
154,11.4,19.25,9
155,12.35,18.8,9
156,12.8,19.75,9
157,12.15,18.1,9
158,11.05,17.5,9
159,11.95,17.25,9
160,12.25,17.5,9
161,13.05,17.4,9
162,13.75,18.15,9
163,13.5,18.65,9
164,13.65,19.25,9
165,14.0,19.9,9
166,15.2,18.2,9
167,15.5,17.15,8
168,13.9,17.1,9
169,13.75,16.6,8
170,12.15,16.4,9
171,7.8,13.7,6
172,8.85,13.35,6
173,9.0,12.7,6
174,9.7,12.1,6
175,8.05,12.9,6
176,7.7,13.25,6
177,6.8,13.2,6
178,6.6,13.45,6
179,6.2,12.55,6
180,5.4,12.85,6
181,5.7,12.25,6
182,5.2,11.9,6
183,5.15,11.35,6
184,5.85,11.2,6
185,6.1,11.75,6
186,7.0,12.35,6
187,7.05,12.45,6
188,7.9,12.5,6
189,8.55,12.1,6
190,7.85,11.85,6
191,7.1,11.95,6
192,6.9,11.5,6
193,6.85,10.9,6
194,6.4,10.7,6
195,5.9,10.3,6
196,6.4,10.25,6
197,7.05,10.05,6
198,7.35,10.5,6
199,7.65,11.1,6
200,8.1,11.2,6
201,8.8,11.4,6
202,8.3,10.55,6
203,9.0,10.9,6
204,9.35,10.5,6
205,10.15,11.0,6
206,10.4,10.55,6
207,10.9,10.0,6
208,11.55,10.2,6
209,11.75,10.85,6
210,10.1,8.65,6
211,11.05,9.1,6
212,11.85,9.8,6
213,12.85,10.65,8
214,12.9,11.7,8
215,13.6,11.1,8
216,14.05,11.75,8
217,14.5,11.8,8
218,14.3,12.45,8
219,17.0,12.9,8
220,15.8,12.6,8
221,15.85,12.0,8
222,16.7,12.2,8
223,16.25,11.7,8
224,15.55,11.15,8
225,14.8,11.35,8
226,14.45,10.75,8
227,13.75,10.45,8
228,12.8,10.1,8
229,13.15,9.8,8
230,12.45,9.3,6
231,11.8,8.95,6
232,11.1,8.45,6
233,10.35,7.7,6
234,10.1,6.75,6
235,11.3,7.95,6
236,12.35,8.45,6
237,13.1,8.95,8
238,13.2,9.35,8
239,14.1,10.05,8
240,11.5,7.5,6
241,11.35,6.9,6
242,11.95,6.75,6
243,12.4,7.1,6
244,12.25,7.6,6
245,12.95,7.6,6
246,13.45,7.95,8
247,13.35,8.25,8
248,13.75,9.0,8
249,14.3,9.3,8
250,14.85,9.55,8
251,15.1,10.25,8
252,15.45,10.55,8
253,16.35,10.85,8
254,16.75,11.5,8
255,16.25,10.2,8
256,15.4,10.1,8
257,15.45,9.7,8
258,15.15,9.3,8
259,15.25,8.65,8
260,15.55,8.2,8
261,14.25,8.7,8
262,14.25,8.25,8
263,15.05,7.8,8
264,14.3,7.5,8
265,13.55,7.45,8
266,14.3,6.95,8
267,13.95,6.7,8
268,13.05,6.95,6
269,13.05,6.2,6
270,11.55,6.3,6
271,10.8,5.85,6
272,10.6,5.05,6
273,11.35,5.55,6
274,12.15,5.4,6
275,12.4,5.8,6
276,12.8,5.7,6
277,13.65,5.9,6
278,13.9,5.3,6
279,13.1,5.1,6
280,12.55,4.9,6
281,11.5,4.75,6
282,11.35,4.05,6
283,12.4,4.35,6
284,11.75,3.45,6
285,12.65,3.7,6
286,13.4,4.35,6
287,13.9,4.95,6
288,12.75,3.0,6
289,13.55,3.15,6
290,13.7,3.65,6
291,14.1,4.1,6
292,14.65,5.05,4
293,14.35,5.75,8
294,14.5,6.55,8
295,15.15,7.1,8
296,13.6,2.55,6
297,14.45,2.4,4
298,14.6,3.05,4
299,15.0,3.4,4
300,15.25,3.5,4
301,14.7,4.1,4
302,14.7,4.5,4
303,15.25,2.7,4
304,15.65,2.05,4
305,15.95,2.8,4
306,16.1,3.55,4
307,15.9,4.0,4
308,15.6,4.75,4
309,15.55,5.05,4
310,15.35,5.5,4
311,15.15,5.95,8
312,15.5,6.75,8
313,15.7,6.35,8
314,16.2,5.9,4
315,16.35,5.35,4
316,16.2,4.55,4
317,16.55,4.2,4
318,16.95,4.75,4
319,17.05,5.1,4
320,17.3,4.8,4
321,17.3,4.15,4
322,17.6,4.3,4
323,17.05,3.7,4
324,17.25,3.05,4
325,16.65,2.8,4
326,16.55,2.15,4
327,17.2,2.05,4
328,18.15,1.95,4
329,18.05,2.45,4
330,18.15,3.05,4
331,18.6,3.45,4
332,18.4,3.6,4
333,18.85,3.2,4
334,19.1,2.65,4
335,19.45,2.65,4
336,19.0,2.1,4
337,19.9,2.05,4
338,20.45,2.8,4
339,19.8,3.25,4
340,19.45,3.9,4
341,18.65,4.2,4
342,18.4,4.6,4
343,18.65,4.75,4
344,18.75,5.15,4
345,19.1,4.55,4
346,17.9,5.4,4
347,17.65,5.7,4
348,17.05,6.05,4
349,17.4,6.5,4
350,16.6,6.85,8
351,15.7,7.15,8
352,15.75,7.75,8
353,16.6,7.95,8
354,20.4,3.4,4
355,20.7,3.45,4
356,21.15,2.85,4
357,21.75,2.65,4
358,22.0,3.25,4
359,22.2,3.5,4
360,21.45,3.75,4
361,21.1,4.05,4
362,20.15,4.3,4
363,20.8,4.7,4
364,20.7,5.15,4
365,19.75,5.05,4
366,19.85,5.5,4
367,20.4,5.65,4
368,20.55,5.75,4
369,18.7,5.75,4
370,19.25,5.95,4
371,18.4,6.0,4
372,18.45,6.6,4
373,17.65,7.05,4
374,16.7,7.4,8
375,18.65,7.3,4
376,18.05,7.35,8
377,17.85,7.75,8
378,17.5,8.25,8
379,17.15,8.6,8
380,17.05,9.0,8
381,16.4,8.7,8
382,16.05,8.95,8
383,16.05,9.6,8
384,16.5,9.75,8
385,17.25,9.6,8
386,17.6,9.9,8
387,17.8,9.3,8
388,18.0,8.55,8
389,18.8,8.1,8
390,18.8,8.35,8
391,19.4,7.6,4
392,19.25,6.6,4
393,20.05,6.95,4
394,19.8,7.5,4
395,20.05,6.35,4
396,21.15,5.7,4
397,21.65,4.85,4
398,22.15,4.35,4
399,23.05,3.35,4
400,23.05,3.8,4
401,23.15,4.4,4
402,22.5,4.75,4
403,22.15,5.2,4
404,24.15,4.55,4
405,23.5,5.05,4
406,23.1,5.3,4
407,23.0,5.75,4
408,22.2,5.75,4
409,21.85,6.2,4
410,20.75,6.55,4
411,21.0,7.15,4
412,20.75,7.65,4
413,20.0,8.2,4
414,19.5,8.65,8
415,18.85,9.05,8
416,18.75,9.55,8
417,18.6,10.0,8
418,16.95,10.35,8
419,17.35,10.85,8
420,18.0,10.65,8
421,18.5,10.55,8
422,18.1,11.1,8
423,17.55,11.3,8
424,17.95,11.9,8
425,18.3,12.0,8
426,18.0,12.5,8
427,19.0,11.65,8
428,19.5,11.05,8
429,19.45,10.55,8
430,19.4,9.65,8
431,20.1,9.4,8
432,20.05,9.95,8
433,20.05,10.2,8
434,19.35,12.2,8
435,19.2,12.25,8
436,20.05,11.6,8
437,20.6,11.15,8
438,20.7,10.65,8
439,21.3,11.65,8
440,21.8,11.15,8
441,21.85,10.7,8
442,21.65,10.05,8
443,20.95,10.2,8
444,20.9,9.7,8
445,21.65,9.45,4
446,21.2,9.25,4
447,20.75,8.75,4
448,20.55,8.75,4
449,21.1,8.0,4
450,21.65,8.65,4
451,21.75,8.2,4
452,21.95,7.55,4
453,22.0,6.75,4
454,22.8,6.45,4
455,22.65,6.65,4
456,22.75,7.05,4
457,23.0,7.35,4
458,22.55,7.9,4
459,22.2,8.7,4
460,22.9,8.45,4
461,22.35,9.2,4
462,22.75,9.35,4
463,22.4,10.05,4
464,23.05,10.9,8
465,23.3,9.85,4
466,23.95,9.8,4
467,23.65,9.1,4
468,23.7,8.85,4
469,24.25,8.25,4
470,24.85,7.95,4
471,23.5,7.85,4
472,23.85,7.35,4
473,23.95,6.9,4
474,23.65,6.5,4
475,23.6,5.7,4
476,24.3,5.65,4
477,24.8,6.4,4
478,34.05,3.5,2
479,33.05,3.85,2
480,32.0,3.8,2
481,31.9,4.4,2
482,31.05,4.75,2
483,30.4,5.65,2
484,30.75,6.1,2
485,30.0,6.7,2
486,30.1,7.4,2
487,29.5,8.15,2
488,30.75,8.0,2
489,30.85,7.35,2
490,31.5,6.75,2
491,31.75,5.95,2
492,32.35,6.45,2
493,32.8,6.0,2
494,32.05,5.1,2
495,32.8,4.8,2
496,32.65,4.4,2
497,33.65,4.6,2
498,33.05,5.15,2
499,33.6,5.45,2
500,34.5,5.05,2
501,34.9,4.65,2
502,35.45,4.1,2
503,34.6,4.05,2
504,34.2,4.2,2
505,36.3,5.2,2
506,35.55,5.35,2
507,35.95,6.05,2
508,34.8,5.85,2
509,33.7,6.15,2
510,33.95,6.6,2
511,33.7,7.05,2
512,32.75,7.1,2
513,32.3,7.65,2
514,33.0,7.9,2
515,31.95,8.15,2
516,31.15,8.65,2
517,30.35,8.85,2
518,29.85,9.0,2
519,30.7,9.15,2
520,29.7,9.9,2
521,30.45,9.95,2
522,30.95,9.85,2
523,31.8,9.45,2
524,32.45,8.8,2
525,33.55,8.6,2
526,34.35,7.7,2
527,34.7,8.0,2
528,34.6,7.25,2
529,35.0,6.8,2
530,35.5,7.35,2
531,36.1,7.5,2
532,36.55,7.0,2
533,36.0,8.2,2
534,35.35,8.05,2
535,36.55,8.65,2
536,36.4,9.1,2
537,35.5,9.1,2
538,34.55,8.85,2
539,35.25,9.4,2
540,34.4,9.5,2
541,33.5,9.3,2
542,33.85,9.8,2
543,32.5,9.65,2
544,32.3,10.25,2
545,33.3,10.3,2
546,31.6,10.5,2
547,30.6,10.5,2
548,30.4,11.1,2
549,30.9,11.45,2
550,30.7,11.65,2
551,30.4,12.05,2
552,31.2,12.0,2
553,31.95,11.35,2
554,31.65,11.05,2
555,32.95,11.15,2
556,32.65,11.7,2
557,32.25,12.25,2
558,32.05,12.25,2
559,31.3,12.7,2
560,31.95,12.95,2
561,32.75,13.1,2
562,33.15,13.2,2
563,33.1,12.75,2
564,33.15,12.1,2
565,34.3,11.75,2
566,34.0,10.85,2
567,34.65,11.0,2
568,34.8,10.1,2
569,35.65,9.85,2
570,36.35,10.0,2
571,35.55,10.75,2
572,35.8,11.55,2
573,35.2,11.75,2
574,34.7,11.75,2
575,34.95,12.75,2
576,34.05,12.55,2
577,34.05,13.05,2
578,33.25,13.7,5
579,33.2,14.15,5
580,33.25,14.7,5
581,33.0,15.15,5
582,32.95,15.65,5
583,32.6,16.15,5
584,32.45,16.75,5
585,32.65,17.05,5
586,32.75,17.3,5
587,31.75,17.2,5
588,31.7,17.65,5
589,31.0,17.5,5
590,31.15,17.9,5
591,30.45,18.05,5
592,30.05,18.8,5
593,30.55,18.8,5
594,30.5,19.3,5
595,30.25,19.4,5
596,29.6,19.85,1
597,29.15,20.55,1
598,30.25,20.45,1
599,30.7,20.05,1
600,31.0,19.9,5
601,31.55,19.65,5
602,31.5,18.55,5
603,32.05,18.6,5
604,31.95,19.1,5
605,32.6,18.35,5
606,32.85,17.95,5
607,33.45,17.45,5
608,33.7,17.0,5
609,34.25,17.35,5
610,34.3,18.05,5
611,33.85,18.4,5
612,33.05,18.85,5
613,33.25,18.95,5
614,32.8,19.15,5
615,32.3,19.85,5
616,32.8,20.0,5
617,31.75,20.25,5
618,31.75,20.75,1
619,32.1,21.15,1
620,31.55,21.6,1
621,30.65,21.3,1
622,29.95,21.6,1
623,29.5,21.6,1
624,30.35,22.05,1
625,31.05,22.0,1
626,31.55,22.2,1
627,30.95,22.65,1
628,30.3,23.1,1
629,29.6,23.15,1
630,29.35,22.55,1
631,29.2,23.85,1
632,30.75,24.0,1
633,30.95,24.15,1
634,31.45,23.7,1
635,31.95,23.15,1
636,32.55,22.05,1
637,32.6,22.55,1
638,33.25,22.25,1
639,33.65,21.9,1
640,33.5,21.3,1
641,33.1,20.75,5
642,33.8,20.4,5
643,33.85,20.0,5
644,34.15,19.3,5
645,34.85,18.85,5
646,35.3,18.55,5
647,35.4,19.35,5
648,34.55,19.75,5
649,35.05,20.0,5
650,35.95,19.85,5
651,36.35,20.6,5
652,35.5,20.55,5
653,34.45,20.65,5
654,34.4,21.25,5
655,35.0,21.05,5
656,35.75,21.3,5
657,35.05,21.5,5
658,34.6,22.05,1
659,34.2,21.75,1
660,36.25,21.95,5
661,35.7,22.3,1
662,35.5,22.9,3
663,35.85,23.25,3
664,36.3,23.8,3
665,35.45,24.1,3
666,34.9,23.5,3
667,34.2,22.9,1
668,33.85,23.3,1
669,33.25,23.35,1
670,32.45,23.7,1
671,33.6,23.9,3
672,34.25,23.95,3
673,34.25,24.1,3
674,35.4,24.7,3
675,35.15,25.3,3
676,34.4,24.9,3
677,33.7,24.85,3
678,32.25,24.45,3
679,32.5,24.7,3
680,31.45,24.45,1
681,31.55,25.2,3
682,31.05,25.0,3
683,30.25,24.3,1
684,29.8,24.8,1
685,29.6,25.5,1
686,29.7,26.05,3
687,30.5,25.5,3
688,30.65,26.0,3
689,31.25,26.05,3
690,31.45,26.95,3
691,30.75,26.9,3
692,30.65,27.15,3
693,31.25,27.85,3
694,31.85,27.75,3
695,32.7,28.2,3
696,33.25,27.55,3
697,32.4,27.1,3
698,32.15,26.65,3
699,32.35,25.95,3
700,32.95,25.5,3
701,33.85,26.05,3
702,33.05,26.5,3
703,33.65,27.0,3
704,34.1,27.35,3
705,34.2,27.95,3
706,34.65,26.85,3
707,35.25,26.0,3
708,35.7,26.15,3
709,34.4,25.6,3
710,21.3,20.8,7
711,20.15,20.9,7
712,19.2,21.35,7
713,19.1,21.85,7
714,18.45,22.8,7
715,18.75,22.95,7
716,19.4,23.0,7
717,19.55,22.25,7
718,19.8,21.85,7
719,20.5,21.85,7
720,21.45,21.45,7
721,21.7,21.9,7
722,21.4,22.3,7
723,21.0,22.6,7
724,21.15,22.95,7
725,20.5,22.85,7
726,19.75,23.65,7
727,19.2,23.7,7
728,18.45,24.35,7
729,20.65,23.85,7
730,20.65,24.3,7
731,19.7,24.6,7
732,20.15,25.05,7
733,22.15,25.1,7
734,21.6,24.65,7
735,21.7,23.8,7
736,21.9,23.65,7
737,22.55,23.5,7
738,22.55,24.3,7
739,23.3,24.45,7
740,24.25,24.35,7
741,23.8,25.25,7
742,23.4,23.8,7
743,22.9,23.2,7
744,22.3,22.8,7
745,22.2,22.4,7
746,23.1,21.7,7
747,22.85,21.9,7
748,22.65,21.1,7
749,23.15,22.6,7
750,24.1,21.9,7
751,24.7,22.2,7
752,24.3,22.6,7
753,24.15,23.3,7
754,23.9,23.45,7
755,5.2,2.15,6
756,6.35,1.95,6
757,6.75,2.3,6
758,5.9,2.4,6
759,5.4,2.7,6
760,4.85,2.9,6
761,4.85,3.35,6
762,5.15,3.45,6
763,5.7,3.45,6
764,6.2,3.0,6
765,6.2,3.2,6
766,7.65,2.15,6
767,7.2,2.75,6
768,6.75,3.2,6
769,6.75,3.55,6
770,6.65,3.8,6
771,5.8,4.0,6
772,4.95,4.05,6
773,5.1,4.35,6
774,5.7,4.45,6
775,5.45,4.85,6
776,6.7,4.8,6
777,6.55,5.05,6
778,7.2,4.9,6
779,6.2,4.25,6
780,7.1,4.3,6
781,7.85,4.5,6
782,7.6,4.15,6
783,7.25,3.55,6
784,7.8,3.35,6
785,8.05,2.75,6
786,8.5,3.25,6
787,8.1,3.55,6
788,8.15,4.0,6
