id,x,y,cluster
250,810657.0,329468.0,15
251,801313.0,300606.0,15
252,800390.0,309948.0,15
253,801634.0,318965.0,15
254,799197.0,314215.0,15
255,801174.0,320442.0,15
256,788005.0,292268.0,15
257,801183.0,316191.0,15
258,434440.0,822866.0,3
259,369199.0,734895.0,3
260,369418.0,733394.0,3
261,378563.0,789670.0,3
262,414377.0,771258.0,3
263,352874.0,807952.0,3
264,429586.0,775621.0,3
265,457561.0,788245.0,3
266,415417.0,785827.0,3
267,452570.0,848127.0,3
268,405986.0,787439.0,3
269,437568.0,794323.0,3
270,469422.0,822619.0,3
271,397688.0,762902.0,3
272,418149.0,790096.0,3
273,407289.0,798870.0,3
274,446537.0,828924.0,3
275,442260.0,754050.0,3
276,407814.0,765816.0,3
277,377720.0,727349.0,3
278,408745.0,824896.0,3
279,395274.0,786698.0,3
280,412109.0,735920.0,3
281,376660.0,815936.0,3
282,508535.0,830710.0,3
283,418410.0,795929.0,3
284,408712.0,803987.0,3
285,417169.0,792321.0,3
286,370839.0,727884.0,3
287,402309.0,786873.0,3
288,416926.0,785113.0,3
289,416019.0,787562.0,3
290,447833.0,819282.0,3
291,399634.0,751940.0,3
292,412028.0,773494.0,3
293,344915.0,702496.0,3
294,407460.0,791404.0,3
295,426040.0,825049.0,3
296,407565.0,766203.0,3
297,414317.0,828815.0,3
298,410610.0,765111.0,3
299,406337.0,750353.0,3
300,416039.0,730594.0,3
301,398478.0,822297.0,3
302,472917.0,830363.0,3
303,329002.0,727685.0,3
304,418618.0,811618.0,3
305,425356.0,745471.0,3
306,470922.0,770669.0,3
307,412851.0,774986.0,3
308,400079.0,749617.0,3
309,430747.0,776261.0,3
310,429220.0,787348.0,3
311,427850.0,762201.0,3
312,434080.0,785264.0,3
313,473514.0,788780.0,3
314,430686.0,844506.0,3
315,422198.0,724557.0,3
316,392185.0,713763.0,3
317,399149.0,784376.0,3
318,527515.0,831478.0,3
319,430779.0,770145.0,3
320,413556.0,758080.0,3
321,398498.0,776720.0,3
322,473727.0,807244.0,3
323,456799.0,844976.0,3
324,444336.0,820061.0,3
325,403522.0,785432.0,3
326,403852.0,792473.0,3
327,448865.0,836781.0,3
328,457338.0,789952.0,3
329,396276.0,785999.0,3
330,402891.0,801910.0,3
331,460942.0,779073.0,3
332,385140.0,796221.0,3
333,430243.0,781020.0,3
334,416775.0,806826.0,3
335,415270.0,775605.0,3
336,472691.0,802678.0,3
337,471930.0,844046.0,3
338,411721.0,717873.0,3
339,439793.0,740773.0,3
340,467107.0,817914.0,3
341,387631.0,749416.0,3
342,417146.0,822655.0,3
343,345692.0,788190.0,3
344,414951.0,852935.0,3
345,409701.0,750741.0,3
346,459556.0,818479.0,3
347,423311.0,813081.0,3
348,476144.0,772131.0,3
349,391976.0,789416.0,3
350,448649.0,813885.0,3
351,496658.0,816784.0,3
352,439514.0,758221.0,3
353,424145.0,743433.0,3
354,396617.0,801039.0,3
355,394708.0,739061.0,3
356,394912.0,755947.0,3
357,441950.0,785934.0,3
358,409814.0,836083.0,3
359,395817.0,788858.0,3
360,422776.0,808328.0,3
361,349378.0,805118.0,3
362,484407.0,809641.0,3
363,403329.0,717870.0,3
364,392795.0,817694.0,3
365,489182.0,773934.0,3
366,427388.0,815258.0,3
367,749723.0,781756.0,12
368,828194.0,742074.0,12
369,800913.0,749332.0,12
370,810467.0,706465.0,12
371,803540.0,754792.0,12
372,832054.0,751330.0,12
373,786032.0,701427.0,12
374,857620.0,709386.0,12
375,776000.0,780347.0,12
376,824098.0,714042.0,12
377,828478.0,655405.0,12
378,784838.0,771499.0,12
379,854886.0,769396.0,12
380,818338.0,800932.0,12
381,861563.0,661642.0,12
382,839121.0,736259.0,12
383,841045.0,738224.0,12
384,862334.0,747768.0,12
385,846484.0,719360.0,12
386,826465.0,646980.0,12
387,814540.0,707227.0,12
388,816054.0,733183.0,12
389,789601.0,714058.0,12
390,827169.0,708345.0,12
391,848151.0,741869.0,12
392,801511.0,761094.0,12
393,873672.0,734440.0,12
394,814697.0,729209.0,12
395,832758.0,707452.0,12
396,848264.0,762550.0,12
397,799903.0,784535.0,12
398,824594.0,741664.0,12
399,839514.0,728923.0,12
400,827711.0,732798.0,12
401,819439.0,735945.0,12
402,850451.0,764015.0,12
403,811748.0,766105.0,12
404,817640.0,730018.0,12
405,777697.0,798253.0,12
406,868493.0,677155.0,12
407,805658.0,698630.0,12
408,840349.0,790707.0,12
409,817441.0,709397.0,12
410,805089.0,762512.0,12
411,796943.0,674692.0,12
412,827192.0,785316.0,12
413,818209.0,719382.0,12
414,822616.0,735941.0,12
415,823250.0,732088.0,12
416,862425.0,741010.0,12
417,800872.0,672603.0,12
418,825395.0,715780.0,12
419,848570.0,703697.0,12
420,850904.0,720163.0,12
421,816775.0,739989.0,12
422,815455.0,755486.0,12
423,835648.0,756631.0,12
424,825997.0,730652.0,12
425,817252.0,730254.0,12
426,791470.0,751113.0,12
427,841654.0,764836.0,12
428,804706.0,788001.0,12
429,829379.0,718721.0,12
430,837582.0,763266.0,12
431,838764.0,652792.0,12
432,828297.0,715480.0,12
433,819058.0,729125.0,12
434,817018.0,729596.0,12
435,797804.0,715342.0,12
436,829398.0,724900.0,12
437,754841.0,796342.0,13
438,821908.0,732077.0,12
439,823987.0,687499.0,12
440,787988.0,741203.0,12
441,839339.0,726322.0,12
442,822425.0,727248.0,12
443,840425.0,762290.0,12
444,817395.0,734126.0,12
445,807913.0,737341.0,12
446,822293.0,786837.0,12
447,795124.0,696429.0,12
448,815593.0,689874.0,12
449,817807.0,715863.0,12
450,837977.0,728814.0,12
451,801204.0,755177.0,12
452,876503.0,659112.0,12
453,823856.0,749355.0,12
454,818756.0,743887.0,12
455,811971.0,664520.0,12
456,801526.0,705057.0,12
457,827031.0,734324.0,12
458,782368.0,759352.0,12
459,769656.0,721159.0,12
460,807072.0,687932.0,12
461,750459.0,800215.0,13
462,823959.0,737866.0,12
463,801810.0,728106.0,12
464,820947.0,730529.0,12
465,768565.0,762193.0,12
466,821079.0,800206.0,12
467,781260.0,737962.0,12
468,819438.0,662327.0,12
469,822843.0,763117.0,12
470,865084.0,713697.0,12
471,820455.0,729132.0,12
472,849547.0,738979.0,12
473,823589.0,728083.0,12
474,803874.0,675499.0,12
475,830065.0,739162.0,12
476,852730.0,769968.0,12
477,811031.0,703822.0,12
478,825414.0,734466.0,12
479,786227.0,765634.0,12
480,757421.0,774445.0,12
481,822224.0,742716.0,12
482,821895.0,732158.0,12
483,860387.0,157731.0,20
484,863391.0,126214.0,20
485,905936.0,150106.0,20
486,818079.0,108536.0,20
487,844234.0,153197.0,20
488,862679.0,188399.0,20
489,888714.0,205560.0,20
490,851280.0,156049.0,20
491,840375.0,155757.0,20
492,840299.0,118907.0,20
493,864053.0,139325.0,20
494,856454.0,117143.0,20
495,864374.0,150149.0,20
496,858587.0,150101.0,20
497,870247.0,121460.0,20
498,850176.0,127908.0,20
499,828005.0,145089.0,20
500,849537.0,157510.0,20
501,829229.0,143653.0,20
502,871556.0,194747.0,20
503,865489.0,161762.0,20
504,846256.0,154064.0,20
505,894124.0,202052.0,20
506,848108.0,161786.0,20
507,861242.0,161722.0,20
508,885793.0,172115.0,20
509,877125.0,161227.0,20
510,883864.0,111281.0,20
511,891699.0,170415.0,20
512,840335.0,164912.0,20
513,858042.0,178196.0,20
514,846257.0,145306.0,20
515,857309.0,139276.0,20
516,912023.0,160368.0,20
517,842824.0,177832.0,20
518,821428.0,153468.0,20
519,827802.0,189078.0,20
520,847812.0,114745.0,20
521,830159.0,134329.0,20
522,850925.0,157811.0,20
523,780153.0,136449.0,20
524,852423.0,159874.0,20
525,883375.0,158482.0,20
526,850219.0,110573.0,20
527,858834.0,149259.0,20
528,882097.0,161493.0,20
529,787336.0,144875.0,20
530,843833.0,170416.0,20
531,850663.0,157840.0,20
532,812240.0,177846.0,20
533,850959.0,157920.0,20
534,854753.0,190254.0,20
535,895723.0,126593.0,20
536,857833.0,170565.0,20
537,871689.0,155981.0,20
538,864088.0,171351.0,20
539,902529.0,162041.0,20
540,854996.0,81095.0,20
541,821361.0,175823.0,20
542,810775.0,160434.0,20
543,844088.0,150085.0,20
544,830620.0,117906.0,20
545,835790.0,127898.0,20
546,858703.0,157931.0,20
547,857846.0,153281.0,20
548,876408.0,183646.0,20
549,842576.0,153072.0,20
550,834171.0,189042.0,20
551,869167.0,105039.0,20
552,846575.0,159002.0,20
553,895127.0,152283.0,20
554,792179.0,148539.0,20
555,852410.0,187705.0,20
556,853554.0,158012.0,20
557,878170.0,123364.0,20
558,866987.0,154415.0,20
559,846284.0,113820.0,20
560,856924.0,169071.0,20
561,851568.0,114049.0,20
562,868736.0,179354.0,20
563,800304.0,163436.0,20
564,823740.0,169808.0,20
565,883929.0,121705.0,20
566,851010.0,157593.0,20
567,850533.0,160136.0,20
568,913298.0,162009.0,20
569,923120.0,170161.0,20
570,835702.0,176502.0,20
571,855852.0,134834.0,20
572,924289.0,171369.0,20
573,836739.0,162321.0,20
574,854463.0,159977.0,20
575,848135.0,130674.0,20
576,786528.0,104976.0,20
577,834036.0,144156.0,20
578,846720.0,162060.0,20
579,849003.0,115373.0,20
580,856753.0,145184.0,20
581,839757.0,190518.0,20
582,865113.0,161302.0,20
583,818668.0,120458.0,20
584,889142.0,154467.0,20
585,850787.0,125678.0,20
586,859298.0,139834.0,20
587,829216.0,121494.0,20
588,851919.0,127963.0,20
589,841353.0,125628.0,20
590,855969.0,193497.0,20
591,852104.0,134678.0,20
592,850945.0,161669.0,20
593,885764.0,151791.0,20
594,814553.0,164190.0,20
595,864211.0,216526.0,20
596,791199.0,164843.0,20
597,843905.0,219401.0,20
598,838146.0,159541.0,20
599,349296.0,557688.0,19
600,321312.0,574721.0,19
601,410917.0,614521.0,19
602,283570.0,563726.0,6
603,317331.0,556086.0,19
604,335792.0,541310.0,19
605,366794.0,582584.0,19
606,339981.0,565418.0,19
607,328438.0,532686.0,19
608,339115.0,566863.0,19
609,333299.0,597586.0,19
610,366934.0,581294.0,19
611,337002.0,589527.0,19
612,327738.0,559624.0,19
613,297110.0,556485.0,6
614,413894.0,564459.0,19
615,340545.0,568654.0,19
616,318065.0,581616.0,19
617,367751.0,578289.0,19
618,331667.0,570387.0,19
619,339993.0,544064.0,19
620,352220.0,602793.0,19
621,333934.0,537464.0,19
622,303637.0,570253.0,6
623,353145.0,580916.0,19
624,325118.0,556212.0,19
625,373894.0,555347.0,19
626,357813.0,572855.0,19
627,304157.0,566007.0,6
628,331175.0,551842.0,19
629,322209.0,547247.0,19
630,375619.0,553791.0,19
631,288068.0,561932.0,6
632,284031.0,566654.0,6
633,342963.0,582232.0,19
634,328331.0,541094.0,19
635,357737.0,597104.0,19
636,392534.0,593343.0,19
637,343376.0,575709.0,19
638,361370.0,552483.0,19
639,368617.0,554066.0,19
640,331795.0,529654.0,19
641,344237.0,573700.0,19
642,328657.0,564864.0,19
643,333669.0,542228.0,19
644,320628.0,564596.0,19
645,316642.0,553340.0,6
646,340712.0,563178.0,19
647,297022.0,574097.0,6
648,319927.0,524637.0,6
649,359772.0,568428.0,19
650,341721.0,576427.0,19
651,386373.0,606623.0,19
652,338588.0,543875.0,19
653,341578.0,558672.0,19
654,330482.0,571217.0,19
655,225786.0,529417.0,6
656,365567.0,547606.0,19
657,320827.0,519618.0,6
658,286990.0,529505.0,6
659,411796.0,581307.0,19
660,344239.0,530765.0,19
661,321309.0,569996.0,19
662,363304.0,553764.0,19
663,304556.0,568584.0,6
664,313649.0,523765.0,6
665,351459.0,565704.0,19
666,412767.0,593558.0,19
667,283474.0,532727.0,6
668,366478.0,594677.0,19
669,331616.0,565089.0,19
670,331366.0,567311.0,19
671,281979.0,518199.0,6
672,338474.0,564151.0,19
673,318681.0,528806.0,6
674,310041.0,533285.0,6
675,330767.0,552963.0,19
676,312558.0,520650.0,6
677,315850.0,573154.0,19
678,341925.0,569393.0,19
679,335999.0,549795.0,19
680,332586.0,566187.0,19
681,340970.0,564831.0,19
682,352424.0,557574.0,19
683,279008.0,521035.0,6
684,327973.0,534972.0,19
685,385091.0,599401.0,19
686,332884.0,533990.0,19
687,289002.0,520678.0,6
688,324516.0,522674.0,6
689,364844.0,571623.0,19
690,275524.0,559548.0,6
691,308966.0,523409.0,6
692,316313.0,570785.0,19
693,341446.0,538787.0,19
694,347522.0,587567.0,19
695,336336.0,563145.0,19
696,321216.0,569834.0,19
697,341016.0,545280.0,19
698,324952.0,565867.0,19
699,353583.0,554147.0,19
700,292636.0,520371.0,6
701,337173.0,557853.0,19
702,333378.0,557892.0,19
703,344437.0,529492.0,19
704,367641.0,556309.0,19
705,355924.0,577596.0,19
706,292932.0,558293.0,6
707,306346.0,523584.0,6
708,341966.0,586266.0,19
709,326251.0,549298.0,19
710,335201.0,585318.0,19
711,351564.0,573155.0,19
712,322365.0,530808.0,6
713,221233.0,538472.0,6
714,338084.0,560295.0,19
715,345123.0,577788.0,19
716,409616.0,575024.0,19
717,365058.0,545456.0,19
718,344096.0,575522.0,19
719,182618.0,346663.0,10
720,186536.0,330019.0,10
721,174057.0,358906.0,10
722,215243.0,289985.0,10
723,170688.0,343596.0,10
724,165689.0,356983.0,10
725,168443.0,367928.0,10
726,165158.0,343946.0,10
727,175781.0,341039.0,10
728,233480.0,289069.0,10
729,189029.0,366740.0,10
730,192775.0,350028.0,10
731,134695.0,350397.0,10
732,198908.0,372797.0,10
733,186380.0,363938.0,10
734,224225.0,376975.0,10
735,178869.0,370161.0,10
736,164354.0,347671.0,10
737,145867.0,363616.0,10
738,164915.0,350360.0,10
739,174064.0,357989.0,10
740,179609.0,408365.0,8
741,176506.0,351827.0,10
742,172879.0,347028.0,10
743,146070.0,316860.0,10
744,152957.0,321354.0,10
745,162040.0,316797.0,10
746,140612.0,350010.0,10
747,146072.0,288800.0,10
748,169293.0,348686.0,10
749,117585.0,391892.0,8
750,163981.0,344090.0,10
751,141113.0,351050.0,10
752,140876.0,334435.0,10
753,159496.0,331641.0,10
754,167262.0,399527.0,8
755,185561.0,342784.0,10
756,157394.0,346500.0,10
757,129664.0,341196.0,10
758,173188.0,355248.0,10
759,185696.0,338006.0,10
760,102221.0,374657.0,10
761,164875.0,349007.0,10
762,159120.0,340829.0,10
763,179811.0,342089.0,10
764,186503.0,369651.0,10
765,200251.0,306215.0,10
766,165657.0,338722.0,10
767,213022.0,338238.0,10
768,175586.0,365049.0,10
769,171074.0,293610.0,10
770,165886.0,348709.0,10
771,186082.0,330058.0,10
772,142899.0,329415.0,10
773,187324.0,377187.0,10
774,158550.0,354818.0,10
775,174672.0,345849.0,10
776,187854.0,354777.0,10
777,176490.0,344679.0,10
778,81648.0,360080.0,10
779,153607.0,379395.0,10
780,105444.0,361358.0,10
781,177579.0,319865.0,10
782,198892.0,322470.0,10
783,166654.0,350678.0,10
784,189102.0,333074.0,10
785,144306.0,328086.0,10
786,168886.0,353913.0,10
787,130805.0,354417.0,10
788,176433.0,350561.0,10
789,142252.0,329183.0,10
790,129453.0,321221.0,10
791,144705.0,375936.0,10
792,189499.0,356601.0,10
793,183516.0,374212.0,10
794,149269.0,341445.0,10
795,174438.0,319075.0,10
796,107124.0,325984.0,10
797,159302.0,337993.0,10
798,140101.0,341028.0,10
799,168149.0,345638.0,10
800,150009.0,371014.0,10
801,151164.0,332239.0,10
802,168067.0,340249.0,10
803,170102.0,323164.0,10
804,124132.0,340448.0,10
805,149863.0,284721.0,10
806,169228.0,364545.0,10
807,183610.0,321788.0,10
808,159472.0,372246.0,10
809,166973.0,334724.0,10
810,161448.0,373412.0,10
811,125715.0,302114.0,10
812,167653.0,352074.0,10
813,125902.0,318850.0,10
814,171986.0,429306.0,8
815,157181.0,346842.0,10
816,188909.0,341194.0,10
817,117874.0,389929.0,8
818,98533.0,355691.0,10
819,122986.0,334382.0,10
820,168284.0,309036.0,10
821,160922.0,347681.0,10
822,147911.0,328024.0,10
823,177858.0,352255.0,10
824,113068.0,317574.0,10
825,171277.0,361020.0,10
826,190725.0,336160.0,10
827,169994.0,409806.0,8
828,172662.0,388185.0,10
829,160206.0,303063.0,10
830,155690.0,368375.0,10
831,179326.0,321160.0,10
832,155508.0,372355.0,10
833,166799.0,318482.0,10
834,179483.0,359645.0,10
835,213951.0,352868.0,10
836,214966.0,358837.0,10
837,219779.0,330969.0,10
838,169876.0,340860.0,10
839,613682.0,399434.0,4
840,629247.0,364078.0,4
841,609532.0,388425.0,4
842,629369.0,398359.0,4
843,607905.0,403460.0,4
844,608711.0,373665.0,4
845,623498.0,399288.0,4
846,574989.0,407228.0,4
847,687717.0,379483.0,4
848,620240.0,397022.0,4
849,559877.0,401053.0,4
850,617755.0,401065.0,4
851,693265.0,388552.0,4
852,559933.0,403956.0,4
853,595215.0,391491.0,4
854,617493.0,379303.0,4
855,601644.0,436831.0,4
856,617118.0,374098.0,4
857,616468.0,394118.0,4
858,630384.0,376295.0,4
859,637332.0,414017.0,4
860,650054.0,432740.0,4
861,595063.0,328609.0,4
862,608309.0,377530.0,4
863,658219.0,436184.0,4
864,632390.0,363198.0,4
865,575116.0,345564.0,4
866,625784.0,441883.0,4
867,618893.0,419740.0,4
868,623248.0,399928.0,4
869,609219.0,362804.0,4
870,537211.0,376777.0,4
871,613037.0,419086.0,4
872,617444.0,397675.0,4
873,592620.0,446156.0,4
874,631633.0,337973.0,4
875,629789.0,426313.0,4
876,608687.0,374928.0,4
877,680646.0,375662.0,4
878,591831.0,438997.0,4
879,550086.0,442382.0,4
880,617178.0,414525.0,4
881,599766.0,409755.0,4
882,584077.0,398498.0,4
883,626700.0,401688.0,4
884,611954.0,360938.0,4
885,613536.0,395801.0,4
886,576488.0,397913.0,4
887,610026.0,444858.0,4
888,629725.0,405117.0,4
889,638823.0,411764.0,4
890,617764.0,397102.0,4
891,610698.0,396326.0,4
892,642607.0,374702.0,4
893,608923.0,385575.0,4
894,619339.0,401624.0,4
895,619295.0,397643.0,4
896,615934.0,426539.0,4
897,673514.0,390760.0,4
898,657120.0,386782.0,4
899,675858.0,410545.0,4
900,626586.0,415166.0,4
901,638783.0,399478.0,4
902,578113.0,395458.0,4
903,622557.0,361134.0,4
904,666135.0,430421.0,4
905,634383.0,422065.0,4
906,613351.0,407952.0,4
907,623989.0,368662.0,4
908,687638.0,439257.0,4
909,619318.0,361696.0,4
910,588432.0,446279.0,4
911,592924.0,393730.0,4
912,615325.0,383841.0,4
913,620818.0,396967.0,4
914,660333.0,393215.0,4
915,618391.0,348381.0,4
916,565829.0,395454.0,4
917,620610.0,395343.0,4
918,617319.0,374666.0,4
919,630205.0,338054.0,4
920,618349.0,397614.0,4
921,630706.0,388370.0,4
922,621537.0,390372.0,4
923,618406.0,404239.0,4
924,700340.0,335010.0,15
925,608182.0,416637.0,4
926,620939.0,385731.0,4
927,626371.0,349696.0,4
928,617954.0,395504.0,4
929,621241.0,368090.0,4
930,581240.0,362971.0,4
931,617447.0,366176.0,4
932,685785.0,409913.0,4
933,668879.0,388617.0,4
934,608601.0,418450.0,4
935,577773.0,434308.0,4
936,620955.0,389692.0,4
937,571692.0,449353.0,4
938,658735.0,399039.0,4
939,618869.0,398187.0,4
940,639507.0,438534.0,4
941,594112.0,399331.0,4
942,610199.0,394579.0,4
943,621560.0,397789.0,4
944,608195.0,447380.0,4
945,650120.0,324477.0,4
946,571043.0,347389.0,4
947,659191.0,459637.0,4
948,629978.0,400626.0,4
949,630067.0,372798.0,4
950,600007.0,377908.0,4
951,639613.0,388524.0,4
952,669409.0,415893.0,4
953,629000.0,417990.0,4
954,605407.0,427914.0,4
955,610722.0,418243.0,4
956,615649.0,429323.0,4
957,219686.0,859997.0,5
958,298214.0,820903.0,18
959,286769.0,862152.0,18
960,276635.0,875623.0,18
961,230399.0,842538.0,14
962,209922.0,850026.0,14
963,300726.0,862728.0,18
964,222727.0,770963.0,14
965,291561.0,845450.0,18
966,221122.0,832810.0,14
967,194258.0,914691.0,5
968,264627.0,808661.0,18
969,225916.0,843329.0,14
970,240221.0,843932.0,18
971,285258.0,848668.0,18
972,237120.0,856814.0,18
973,234604.0,822462.0,14
974,235901.0,856563.0,18
975,207217.0,878249.0,5
976,189752.0,865463.0,14
977,188480.0,870646.0,14
978,305915.0,854818.0,18
979,257926.0,936947.0,17
980,273165.0,852766.0,18
981,256487.0,868899.0,5
982,268289.0,878265.0,5
983,295375.0,861990.0,18
984,298979.0,774144.0,18
985,249857.0,844975.0,18
986,252586.0,806474.0,18
987,283017.0,850861.0,18
988,266980.0,825990.0,18
989,294326.0,807584.0,18
990,299821.0,866288.0,18
991,240308.0,844341.0,18
992,220620.0,819091.0,14
993,268926.0,813783.0,18
994,240171.0,843940.0,18
995,191257.0,802651.0,14
996,264798.0,767716.0,18
997,232246.0,844226.0,18
998,237757.0,834092.0,18
