id,x,y,cluster
252,15.45,10.55,3
253,16.35,10.85,3
254,16.75,11.5,3
255,16.25,10.2,3
256,15.4,10.1,3
257,15.45,9.7,3
258,15.15,9.3,3
259,15.25,8.65,3
260,15.55,8.2,3
261,14.25,8.7,3
262,14.25,8.25,3
263,15.05,7.8,3
264,14.3,7.5,3
265,13.55,7.45,6
266,14.3,6.95,3
267,13.95,6.7,6
268,13.05,6.95,6
269,13.05,6.2,6
270,11.55,6.3,6
271,10.8,5.85,6
272,10.6,5.05,6
273,11.35,5.55,6
274,12.15,5.4,6
275,12.4,5.8,6
276,12.8,5.7,6
277,13.65,5.9,6
278,13.9,5.3,6
279,13.1,5.1,6
280,12.55,4.9,6
281,11.5,4.75,6
282,11.35,4.05,6
283,12.4,4.35,6
284,11.75,3.45,6
285,12.65,3.7,6
286,13.4,4.35,6
287,13.9,4.95,6
288,12.75,3.0,6
289,13.55,3.15,6
290,13.7,3.65,6
291,14.1,4.1,6
292,14.65,5.05,3
293,14.35,5.75,3
294,14.5,6.55,3
295,15.15,7.1,3
296,13.6,2.55,6
297,14.45,2.4,3
298,14.6,3.05,3
299,15.0,3.4,3
300,15.25,3.5,3
301,14.7,4.1,3
302,14.7,4.5,3
303,15.25,2.7,3
304,15.65,2.05,3
305,15.95,2.8,3
306,16.1,3.55,3
307,15.9,4.0,3
308,15.6,4.75,3
309,15.55,5.05,3
310,15.35,5.5,3
311,15.15,5.95,3
312,15.5,6.75,3
313,15.7,6.35,3
314,16.2,5.9,3
315,16.35,5.35,3
316,16.2,4.55,3
317,16.55,4.2,3
318,16.95,4.75,3
319,17.05,5.1,3
320,17.3,4.8,3
321,17.3,4.15,3
322,17.6,4.3,3
323,17.05,3.7,3
324,17.25,3.05,3
325,16.65,2.8,3
326,16.55,2.15,3
327,17.2,2.05,3
328,18.15,1.95,3
329,18.05,2.45,3
330,18.15,3.05,3
331,18.6,3.45,3
332,18.4,3.6,3
333,18.85,3.2,3
334,19.1,2.65,3
335,19.45,2.65,3
336,19.0,2.1,3
337,19.9,2.05,3
338,20.45,2.8,3
339,19.8,3.25,3
340,19.45,3.9,3
341,18.65,4.2,3
342,18.4,4.6,3
343,18.65,4.75,3
344,18.75,5.15,3
345,19.1,4.55,3
346,17.9,5.4,3
347,17.65,5.7,3
348,17.05,6.05,3
349,17.4,6.5,3
350,16.6,6.85,3
351,15.7,7.15,3
352,15.75,7.75,3
353,16.6,7.95,3
354,20.4,3.4,3
355,20.7,3.45,3
356,21.15,2.85,3
357,21.75,2.65,3
358,22.0,3.25,3
359,22.2,3.5,3
360,21.45,3.75,3
361,21.1,4.05,3
362,20.15,4.3,3
363,20.8,4.7,3
364,20.7,5.15,3
365,19.75,5.05,3
366,19.85,5.5,3
367,20.4,5.65,3
368,20.55,5.75,3
369,18.7,5.75,3
370,19.25,5.95,3
371,18.4,6.0,3
372,18.45,6.6,3
373,17.65,7.05,3
374,16.7,7.4,3
375,18.65,7.3,3
376,18.05,7.35,3
377,17.85,7.75,3
378,17.5,8.25,3
379,17.15,8.6,3
380,17.05,9.0,3
381,16.4,8.7,3
382,16.05,8.95,3
383,16.05,9.6,3
384,16.5,9.75,3
385,17.25,9.6,3
386,17.6,9.9,3
387,17.8,9.3,3
388,18.0,8.55,3
389,18.8,8.1,3
390,18.8,8.35,3
391,19.4,7.6,3
392,19.25,6.6,3
393,20.05,6.95,3
394,19.8,7.5,3
395,20.05,6.35,3
396,21.15,5.7,3
397,21.65,4.85,3
398,22.15,4.35,3
399,23.05,3.35,3
400,23.05,3.8,3
401,23.15,4.4,3
402,22.5,4.75,3
403,22.15,5.2,3
404,24.15,4.55,3
405,23.5,5.05,3
406,23.1,5.3,3
407,23.0,5.75,3
408,22.2,5.75,3
409,21.85,6.2,3
410,20.75,6.55,3
411,21.0,7.15,3
412,20.75,7.65,3
413,20.0,8.2,3
414,19.5,8.65,3
415,18.85,9.05,3
416,18.75,9.55,3
417,18.6,10.0,3
418,16.95,10.35,3
419,17.35,10.85,3
420,18.0,10.65,3
421,18.5,10.55,3
422,18.1,11.1,3
423,17.55,11.3,3
424,17.95,11.9,3
425,18.3,12.0,3
426,18.0,12.5,3
427,19.0,11.65,3
428,19.5,11.05,3
429,19.45,10.55,3
430,19.4,9.65,3
431,20.1,9.4,3
432,20.05,9.95,3
433,20.05,10.2,3
434,19.35,12.2,3
435,19.2,12.25,3
436,20.05,11.6,3
437,20.6,11.15,3
438,20.7,10.65,3
439,21.3,11.65,3
440,21.8,11.15,3
441,21.85,10.7,3
442,21.65,10.05,3
443,20.95,10.2,3
444,20.9,9.7,3
445,21.65,9.45,3
446,21.2,9.25,3
447,20.75,8.75,3
448,20.55,8.75,3
449,21.1,8.0,3
450,21.65,8.65,3
451,21.75,8.2,3
452,21.95,7.55,3
453,22.0,6.75,3
454,22.8,6.45,3
455,22.65,6.65,3
456,22.75,7.05,3
457,23.0,7.35,3
458,22.55,7.9,3
459,22.2,8.7,3
460,22.9,8.45,3
461,22.35,9.2,3
462,22.75,9.35,3
463,22.4,10.05,3
464,23.05,10.9,3
465,23.3,9.85,3
466,23.95,9.8,3
467,23.65,9.1,3
468,23.7,8.85,3
469,24.25,8.25,3
470,24.85,7.95,3
471,23.5,7.85,3
472,23.85,7.35,3
473,23.95,6.9,3
474,23.65,6.5,3
475,23.6,5.7,3
476,24.3,5.65,3
477,24.8,6.4,3
478,34.05,3.5,1
479,33.05,3.85,1
480,32.0,3.8,1
481,31.9,4.4,1
482,31.05,4.75,1
483,30.4,5.65,1
484,30.75,6.1,1
485,30.0,6.7,1
486,30.1,7.4,1
487,29.5,8.15,1
488,30.75,8.0,1
489,30.85,7.35,1
490,31.5,6.75,1
491,31.75,5.95,1
492,32.35,6.45,1
493,32.8,6.0,1
494,32.05,5.1,1
495,32.8,4.8,1
496,32.65,4.4,1
497,33.65,4.6,1
498,33.05,5.15,1
499,33.6,5.45,1
500,34.5,5.05,1
501,34.9,4.65,1
502,35.45,4.1,1
503,34.6,4.05,1
504,34.2,4.2,1
505,36.3,5.2,1
506,35.55,5.35,1
507,35.95,6.05,1
508,34.8,5.85,1
509,33.7,6.15,1
510,33.95,6.6,1
511,33.7,7.05,1
512,32.75,7.1,1
513,32.3,7.65,1
514,33.0,7.9,1
515,31.95,8.15,1
516,31.15,8.65,1
517,30.35,8.85,1
518,29.85,9.0,1
519,30.7,9.15,1
520,29.7,9.9,1
521,30.45,9.95,1
522,30.95,9.85,1
523,31.8,9.45,1
524,32.45,8.8,1
525,33.55,8.6,1
526,34.35,7.7,1
527,34.7,8.0,1
528,34.6,7.25,1
529,35.0,6.8,1
530,35.5,7.35,1
531,36.1,7.5,1
532,36.55,7.0,1
533,36.0,8.2,1
534,35.35,8.05,1
535,36.55,8.65,1
536,36.4,9.1,1
537,35.5,9.1,1
538,34.55,8.85,1
539,35.25,9.4,1
540,34.4,9.5,1
541,33.5,9.3,1
542,33.85,9.8,1
543,32.5,9.65,1
544,32.3,10.25,1
545,33.3,10.3,1
546,31.6,10.5,1
547,30.6,10.5,1
548,30.4,11.1,1
549,30.9,11.45,1
550,30.7,11.65,1
551,30.4,12.05,1
552,31.2,12.0,1
553,31.95,11.35,1
554,31.65,11.05,1
555,32.95,11.15,1
556,32.65,11.7,1
557,32.25,12.25,1
558,32.05,12.25,1
559,31.3,12.7,1
560,31.95,12.95,1
561,32.75,13.1,1
562,33.15,13.2,1
563,33.1,12.75,1
564,33.15,12.1,1
565,34.3,11.75,1
566,34.0,10.85,1
567,34.65,11.0,1
568,34.8,10.1,1
569,35.65,9.85,1
570,36.35,10.0,1
571,35.55,10.75,1
572,35.8,11.55,1
573,35.2,11.75,1
574,34.7,11.75,1
575,34.95,12.75,1
576,34.05,12.55,1
577,34.05,13.05,1
578,33.25,13.7,1
579,33.2,14.15,1
580,33.25,14.7,1
581,33.0,15.15,1
582,32.95,15.65,4
583,32.6,16.15,4
584,32.45,16.75,4
585,32.65,17.05,4
586,32.75,17.3,4
587,31.75,17.2,4
588,31.7,17.65,4
589,31.0,17.5,4
590,31.15,17.9,4
591,30.45,18.05,4
592,30.05,18.8,4
593,30.55,18.8,4
594,30.5,19.3,4
595,30.25,19.4,4
596,29.6,19.85,4
597,29.15,20.55,4
598,30.25,20.45,4
599,30.7,20.05,4
600,31.0,19.9,4
601,31.55,19.65,4
602,31.5,18.55,4
603,32.05,18.6,4
604,31.95,19.1,4
605,32.6,18.35,4
606,32.85,17.95,4
607,33.45,17.45,4
608,33.7,17.0,4
609,34.25,17.35,4
610,34.3,18.05,4
611,33.85,18.4,4
612,33.05,18.85,4
613,33.25,18.95,4
614,32.8,19.15,4
615,32.3,19.85,4
616,32.8,20.0,4
617,31.75,20.25,4
618,31.75,20.75,4
619,32.1,21.15,4
620,31.55,21.6,4
621,30.65,21.3,4
622,29.95,21.6,4
623,29.5,21.6,4
624,30.35,22.05,4
625,31.05,22.0,4
626,31.55,22.2,4
627,30.95,22.65,4
628,30.3,23.1,4
629,29.6,23.15,4
630,29.35,22.55,4
631,29.2,23.85,4
632,30.75,24.0,4
633,30.95,24.15,4
634,31.45,23.7,4
635,31.95,23.15,4
636,32.55,22.05,4
637,32.6,22.55,4
638,33.25,22.25,4
639,33.65,21.9,4
640,33.5,21.3,4
641,33.1,20.75,4
642,33.8,20.4,4
643,33.85,20.0,4
644,34.15,19.3,4
645,34.85,18.85,4
646,35.3,18.55,4
647,35.4,19.35,4
648,34.55,19.75,4
649,35.05,20.0,4
650,35.95,19.85,4
651,36.35,20.6,4
652,35.5,20.55,4
653,34.45,20.65,4
654,34.4,21.25,4
655,35.0,21.05,4
656,35.75,21.3,4
657,35.05,21.5,4
658,34.6,22.05,4
659,34.2,21.75,4
660,36.25,21.95,4
661,35.7,22.3,4
662,35.5,22.9,4
663,35.85,23.25,4
664,36.3,23.8,4
665,35.45,24.1,4
666,34.9,23.5,4
667,34.2,22.9,4
668,33.85,23.3,4
669,33.25,23.35,4
670,32.45,23.7,4
671,33.6,23.9,4
672,34.25,23.95,4
673,34.25,24.1,4
674,35.4,24.7,4
675,35.15,25.3,4
676,34.4,24.9,4
677,33.7,24.85,4
678,32.25,24.45,4
679,32.5,24.7,4
680,31.45,24.45,4
681,31.55,25.2,4
682,31.05,25.0,4
683,30.25,24.3,4
684,29.8,24.8,4
685,29.6,25.5,4
686,29.7,26.05,4
687,30.5,25.5,4
688,30.65,26.0,4
689,31.25,26.05,4
690,31.45,26.95,4
691,30.75,26.9,4
692,30.65,27.15,4
693,31.25,27.85,4
694,31.85,27.75,4
695,32.7,28.2,4
696,33.25,27.55,4
697,32.4,27.1,4
698,32.15,26.65,4
699,32.35,25.95,4
700,32.95,25.5,4
701,33.85,26.05,4
702,33.05,26.5,4
703,33.65,27.0,4
704,34.1,27.35,4
705,34.2,27.95,4
706,34.65,26.85,4
707,35.25,26.0,4
708,35.7,26.15,4
709,34.4,25.6,4
710,21.3,20.8,2
711,20.15,20.9,2
712,19.2,21.35,2
713,19.1,21.85,2
714,18.45,22.8,2
715,18.75,22.95,2
716,19.4,23.0,2
717,19.55,22.25,2
718,19.8,21.85,2
719,20.5,21.85,2
720,21.45,21.45,2
721,21.7,21.9,2
722,21.4,22.3,2
723,21.0,22.6,2
724,21.15,22.95,2
725,20.5,22.85,2
726,19.75,23.65,2
727,19.2,23.7,2
728,18.45,24.35,2
729,20.65,23.85,2
730,20.65,24.3,2
731,19.7,24.6,2
732,20.15,25.05,2
733,22.15,25.1,2
734,21.6,24.65,2
735,21.7,23.8,2
736,21.9,23.65,2
737,22.55,23.5,2
738,22.55,24.3,2
739,23.3,24.45,2
740,24.25,24.35,2
741,23.8,25.25,2
742,23.4,23.8,2
743,22.9,23.2,2
744,22.3,22.8,2
745,22.2,22.4,2
746,23.1,21.7,2
747,22.85,21.9,2
748,22.65,21.1,2
749,23.15,22.6,2
750,24.1,21.9,2
751,24.7,22.2,2
752,24.3,22.6,2
753,24.15,23.3,2
754,23.9,23.45,2
755,5.2,2.15,6
756,6.35,1.95,6
757,6.75,2.3,6
758,5.9,2.4,6
759,5.4,2.7,6
760,4.85,2.9,6
761,4.85,3.35,6
762,5.15,3.45,6
763,5.7,3.45,6
764,6.2,3.0,6
765,6.2,3.2,6
766,7.65,2.15,6
767,7.2,2.75,6
768,6.75,3.2,6
769,6.75,3.55,6
770,6.65,3.8,6
771,5.8,4.0,6
772,4.95,4.05,6
773,5.1,4.35,6
774,5.7,4.45,6
775,5.45,4.85,6
776,6.7,4.8,6
777,6.55,5.05,6
778,7.2,4.9,6
779,6.2,4.25,6
780,7.1,4.3,6
781,7.85,4.5,6
782,7.6,4.15,6
783,7.25,3.55,6
784,7.8,3.35,6
785,8.05,2.75,6
786,8.5,3.25,6
787,8.1,3.55,6
788,8.15,4.0,6
