id,x,y,cluster
189,8.55,12.1,1
190,7.85,11.85,1
191,7.1,11.95,1
192,6.9,11.5,1
193,6.85,10.9,1
194,6.4,10.7,1
195,5.9,10.3,1
196,6.4,10.25,1
197,7.05,10.05,1
198,7.35,10.5,1
199,7.65,11.1,1
200,8.1,11.2,1
201,8.8,11.4,1
202,8.3,10.55,1
203,9.0,10.9,1
204,9.35,10.5,1
205,10.15,11.0,1
206,10.4,10.55,1
207,10.9,10.0,1
208,11.55,10.2,1
209,11.75,10.85,1
210,10.1,8.65,1
211,11.05,9.1,1
212,11.85,9.8,1
213,12.85,10.65,1
214,12.9,11.7,1
215,13.6,11.1,1
216,14.05,11.75,1
217,14.5,11.8,1
218,14.3,12.45,1
219,17.0,12.9,2
220,15.8,12.6,2
221,15.85,12.0,2
222,16.7,12.2,2
223,16.25,11.7,2
224,15.55,11.15,2
225,14.8,11.35,2
226,14.45,10.75,1
227,13.75,10.45,1
228,12.8,10.1,1
229,13.15,9.8,1
230,12.45,9.3,1
231,11.8,8.95,1
232,11.1,8.45,1
233,10.35,7.7,1
234,10.1,6.75,1
235,11.3,7.95,1
236,12.35,8.45,1
237,13.1,8.95,1
238,13.2,9.35,1
239,14.1,10.05,1
240,11.5,7.5,1
241,11.35,6.9,1
242,11.95,6.75,1
243,12.4,7.1,1
244,12.25,7.6,1
245,12.95,7.6,1
246,13.45,7.95,1
247,13.35,8.25,1
248,13.75,9.0,1
249,14.3,9.3,1
250,14.85,9.55,2
251,15.1,10.25,2
252,15.45,10.55,2
253,16.35,10.85,2
254,16.75,11.5,2
255,16.25,10.2,2
256,15.4,10.1,2
257,15.45,9.7,2
258,15.15,9.3,2
259,15.25,8.65,2
260,15.55,8.2,2
261,14.25,8.7,1
262,14.25,8.25,1
263,15.05,7.8,2
264,14.3,7.5,1
265,13.55,7.45,1
266,14.3,6.95,1
267,13.95,6.7,1
268,13.05,6.95,1
269,13.05,6.2,1
270,11.55,6.3,1
271,10.8,5.85,1
272,10.6,5.05,1
273,11.35,5.55,1
274,12.15,5.4,1
275,12.4,5.8,1
276,12.8,5.7,1
277,13.65,5.9,1
278,13.9,5.3,1
279,13.1,5.1,1
280,12.55,4.9,1
281,11.5,4.75,1
282,11.35,4.05,1
283,12.4,4.35,1
284,11.75,3.45,1
285,12.65,3.7,1
286,13.4,4.35,1
287,13.9,4.95,1
288,12.75,3.0,1
289,13.55,3.15,1
290,13.7,3.65,1
291,14.1,4.1,1
292,14.65,5.05,2
293,14.35,5.75,2
294,14.5,6.55,2
295,15.15,7.1,2
296,13.6,2.55,1
297,14.45,2.4,2
298,14.6,3.05,2
299,15.0,3.4,2
300,15.25,3.5,2
301,14.7,4.1,2
302,14.7,4.5,2
303,15.25,2.7,2
304,15.65,2.05,2
305,15.95,2.8,2
306,16.1,3.55,2
307,15.9,4.0,2
308,15.6,4.75,2
309,15.55,5.05,2
310,15.35,5.5,2
311,15.15,5.95,2
312,15.5,6.75,2
313,15.7,6.35,2
314,16.2,5.9,2
315,16.35,5.35,2
316,16.2,4.55,2
317,16.55,4.2,2
318,16.95,4.75,2
319,17.05,5.1,2
320,17.3,4.8,2
321,17.3,4.15,2
322,17.6,4.3,2
323,17.05,3.7,2
324,17.25,3.05,2
325,16.65,2.8,2
326,16.55,2.15,2
327,17.2,2.05,2
328,18.15,1.95,2
329,18.05,2.45,2
330,18.15,3.05,2
331,18.6,3.45,2
332,18.4,3.6,2
333,18.85,3.2,2
334,19.1,2.65,2
335,19.45,2.65,2
336,19.0,2.1,2
337,19.9,2.05,2
338,20.45,2.8,2
339,19.8,3.25,2
340,19.45,3.9,2
341,18.65,4.2,2
342,18.4,4.6,2
343,18.65,4.75,2
344,18.75,5.15,2
345,19.1,4.55,2
346,17.9,5.4,2
347,17.65,5.7,2
348,17.05,6.05,2
349,17.4,6.5,2
350,16.6,6.85,2
351,15.7,7.15,2
352,15.75,7.75,2
353,16.6,7.95,2
354,20.4,3.4,2
355,20.7,3.45,2
356,21.15,2.85,2
357,21.75,2.65,2
358,22.0,3.25,2
359,22.2,3.5,2
360,21.45,3.75,2
361,21.1,4.05,2
362,20.15,4.3,2
363,20.8,4.7,2
364,20.7,5.15,2
365,19.75,5.05,2
366,19.85,5.5,2
367,20.4,5.65,2
368,20.55,5.75,2
369,18.7,5.75,2
370,19.25,5.95,2
371,18.4,6.0,2
372,18.45,6.6,2
373,17.65,7.05,2
374,16.7,7.4,2
375,18.65,7.3,2
376,18.05,7.35,2
377,17.85,7.75,2
378,17.5,8.25,2
379,17.15,8.6,2
380,17.05,9.0,2
381,16.4,8.7,2
382,16.05,8.95,2
383,16.05,9.6,2
384,16.5,9.75,2
385,17.25,9.6,2
386,17.6,9.9,2
387,17.8,9.3,2
388,18.0,8.55,2
389,18.8,8.1,2
390,18.8,8.35,2
391,19.4,7.6,2
392,19.25,6.6,2
393,20.05,6.95,2
394,19.8,7.5,2
395,20.05,6.35,2
396,21.15,5.7,2
397,21.65,4.85,2
398,22.15,4.35,2
399,23.05,3.35,2
400,23.05,3.8,2
401,23.15,4.4,2
402,22.5,4.75,2
403,22.15,5.2,2
404,24.15,4.55,2
405,23.5,5.05,2
406,23.1,5.3,2
407,23.0,5.75,2
408,22.2,5.75,2
409,21.85,6.2,2
410,20.75,6.55,2
411,21.0,7.15,2
412,20.75,7.65,2
413,20.0,8.2,2
414,19.5,8.65,2
415,18.85,9.05,2
416,18.75,9.55,2
417,18.6,10.0,2
418,16.95,10.35,2
419,17.35,10.85,2
420,18.0,10.65,2
421,18.5,10.55,2
422,18.1,11.1,2
423,17.55,11.3,2
424,17.95,11.9,2
425,18.3,12.0,2
426,18.0,12.5,2
427,19.0,11.65,2
428,19.5,11.05,2
429,19.45,10.55,2
430,19.4,9.65,2
431,20.1,9.4,2
432,20.05,9.95,2
433,20.05,10.2,2
434,19.35,12.2,2
435,19.2,12.25,2
436,20.05,11.6,2
437,20.6,11.15,2
438,20.7,10.65,2
439,21.3,11.65,2
440,21.8,11.15,2
441,21.85,10.7,2
442,21.65,10.05,2
443,20.95,10.2,2
444,20.9,9.7,2
445,21.65,9.45,2
446,21.2,9.25,2
447,20.75,8.75,2
448,20.55,8.75,2
449,21.1,8.0,2
450,21.65,8.65,2
451,21.75,8.2,2
452,21.95,7.55,2
453,22.0,6.75,2
454,22.8,6.45,2
455,22.65,6.65,2
456,22.75,7.05,2
457,23.0,7.35,2
458,22.55,7.9,2
459,22.2,8.7,2
460,22.9,8.45,2
461,22.35,9.2,2
462,22.75,9.35,2
463,22.4,10.05,2
464,23.05,10.9,2
465,23.3,9.85,2
466,23.95,9.8,2
467,23.65,9.1,2
468,23.7,8.85,2
469,24.25,8.25,2
470,24.85,7.95,2
471,23.5,7.85,2
472,23.85,7.35,2
473,23.95,6.9,2
474,23.65,6.5,2
475,23.6,5.7,2
476,24.3,5.65,2
477,24.8,6.4,2
478,34.05,3.5,3
479,33.05,3.85,3
480,32.0,3.8,3
481,31.9,4.4,3
482,31.05,4.75,3
483,30.4,5.65,3
484,30.75,6.1,3
485,30.0,6.7,3
486,30.1,7.4,3
487,29.5,8.15,3
488,30.75,8.0,3
489,30.85,7.35,3
490,31.5,6.75,3
491,31.75,5.95,3
492,32.35,6.45,3
493,32.8,6.0,3
494,32.05,5.1,3
495,32.8,4.8,3
496,32.65,4.4,3
497,33.65,4.6,3
498,33.05,5.15,3
499,33.6,5.45,3
500,34.5,5.05,3
501,34.9,4.65,3
502,35.45,4.1,3
503,34.6,4.05,3
504,34.2,4.2,3
505,36.3,5.2,3
506,35.55,5.35,3
507,35.95,6.05,3
508,34.8,5.85,3
509,33.7,6.15,3
510,33.95,6.6,3
511,33.7,7.05,3
512,32.75,7.1,3
513,32.3,7.65,3
514,33.0,7.9,3
515,31.95,8.15,3
516,31.15,8.65,3
517,30.35,8.85,3
518,29.85,9.0,3
519,30.7,9.15,3
520,29.7,9.9,3
521,30.45,9.95,3
522,30.95,9.85,3
523,31.8,9.45,3
524,32.45,8.8,3
525,33.55,8.6,3
526,34.35,7.7,3
527,34.7,8.0,3
528,34.6,7.25,3
529,35.0,6.8,3
530,35.5,7.35,3
531,36.1,7.5,3
532,36.55,7.0,3
533,36.0,8.2,3
534,35.35,8.05,3
535,36.55,8.65,3
536,36.4,9.1,3
537,35.5,9.1,3
538,34.55,8.85,3
539,35.25,9.4,3
540,34.4,9.5,3
541,33.5,9.3,3
542,33.85,9.8,3
543,32.5,9.65,3
544,32.3,10.25,3
545,33.3,10.3,3
546,31.6,10.5,3
547,30.6,10.5,3
548,30.4,11.1,3
549,30.9,11.45,3
550,30.7,11.65,3
551,30.4,12.05,3
552,31.2,12.0,3
553,31.95,11.35,3
554,31.65,11.05,3
555,32.95,11.15,3
556,32.65,11.7,3
557,32.25,12.25,3
558,32.05,12.25,3
559,31.3,12.7,3
560,31.95,12.95,3
561,32.75,13.1,3
562,33.15,13.2,3
563,33.1,12.75,3
564,33.15,12.1,3
565,34.3,11.75,3
566,34.0,10.85,3
567,34.65,11.0,3
568,34.8,10.1,3
569,35.65,9.85,3
570,36.35,10.0,3
571,35.55,10.75,3
572,35.8,11.55,3
573,35.2,11.75,3
574,34.7,11.75,3
575,34.95,12.75,3
576,34.05,12.55,3
577,34.05,13.05,3
578,33.25,13.7,3
579,33.2,14.15,3
580,33.25,14.7,3
581,33.0,15.15,3
582,32.95,15.65,3
583,32.6,16.15,5
584,32.45,16.75,5
585,32.65,17.05,5
586,32.75,17.3,5
587,31.75,17.2,5
588,31.7,17.65,5
589,31.0,17.5,5
590,31.15,17.9,5
591,30.45,18.05,5
592,30.05,18.8,5
593,30.55,18.8,5
594,30.5,19.3,5
595,30.25,19.4,5
596,29.6,19.85,5
597,29.15,20.55,5
598,30.25,20.45,5
599,30.7,20.05,5
600,31.0,19.9,5
601,31.55,19.65,5
602,31.5,18.55,5
603,32.05,18.6,5
604,31.95,19.1,5
605,32.6,18.35,5
606,32.85,17.95,5
607,33.45,17.45,5
608,33.7,17.0,5
609,34.25,17.35,5
610,34.3,18.05,5
611,33.85,18.4,5
612,33.05,18.85,5
613,33.25,18.95,5
614,32.8,19.15,5
615,32.3,19.85,5
616,32.8,20.0,5
617,31.75,20.25,5
618,31.75,20.75,5
619,32.1,21.15,5
620,31.55,21.6,5
621,30.65,21.3,5
622,29.95,21.6,5
623,29.5,21.6,5
624,30.35,22.05,5
625,31.05,22.0,5
626,31.55,22.2,5
627,30.95,22.65,5
628,30.3,23.1,5
629,29.6,23.15,5
630,29.35,22.55,5
631,29.2,23.85,5
632,30.75,24.0,5
633,30.95,24.15,5
634,31.45,23.7,5
635,31.95,23.15,5
636,32.55,22.05,5
637,32.6,22.55,5
638,33.25,22.25,5
639,33.65,21.9,5
640,33.5,21.3,5
641,33.1,20.75,5
642,33.8,20.4,5
643,33.85,20.0,5
644,34.15,19.3,5
645,34.85,18.85,5
646,35.3,18.55,5
647,35.4,19.35,5
648,34.55,19.75,5
649,35.05,20.0,5
650,35.95,19.85,5
651,36.35,20.6,5
652,35.5,20.55,5
653,34.45,20.65,5
654,34.4,21.25,5
655,35.0,21.05,5
656,35.75,21.3,5
657,35.05,21.5,5
658,34.6,22.05,5
659,34.2,21.75,5
660,36.25,21.95,5
661,35.7,22.3,5
662,35.5,22.9,5
663,35.85,23.25,5
664,36.3,23.8,5
665,35.45,24.1,5
666,34.9,23.5,5
667,34.2,22.9,5
668,33.85,23.3,5
669,33.25,23.35,5
670,32.45,23.7,5
671,33.6,23.9,5
672,34.25,23.95,5
673,34.25,24.1,5
674,35.4,24.7,5
675,35.15,25.3,5
676,34.4,24.9,5
677,33.7,24.85,5
678,32.25,24.45,5
679,32.5,24.7,5
680,31.45,24.45,5
681,31.55,25.2,5
682,31.05,25.0,5
683,30.25,24.3,5
684,29.8,24.8,5
685,29.6,25.5,5
686,29.7,26.05,5
687,30.5,25.5,5
688,30.65,26.0,5
689,31.25,26.05,5
690,31.45,26.95,5
691,30.75,26.9,5
692,30.65,27.15,5
693,31.25,27.85,5
694,31.85,27.75,5
695,32.7,28.2,5
696,33.25,27.55,5
697,32.4,27.1,5
698,32.15,26.65,5
699,32.35,25.95,5
700,32.95,25.5,5
701,33.85,26.05,5
702,33.05,26.5,5
703,33.65,27.0,5
704,34.1,27.35,5
705,34.2,27.95,5
706,34.65,26.85,5
707,35.25,26.0,5
708,35.7,26.15,5
709,34.4,25.6,5
710,21.3,20.8,5
711,20.15,20.9,4
712,19.2,21.35,4
713,19.1,21.85,4
714,18.45,22.8,4
715,18.75,22.95,4
716,19.4,23.0,4
717,19.55,22.25,4
718,19.8,21.85,4
719,20.5,21.85,5
720,21.45,21.45,5
721,21.7,21.9,5
722,21.4,22.3,5
723,21.0,22.6,5
724,21.15,22.95,5
725,20.5,22.85,5
726,19.75,23.65,4
727,19.2,23.7,4
728,18.45,24.35,4
729,20.65,23.85,5
730,20.65,24.3,5
731,19.7,24.6,4
732,20.15,25.05,4
733,22.15,25.1,5
734,21.6,24.65,5
735,21.7,23.8,5
736,21.9,23.65,5
737,22.55,23.5,5
738,22.55,24.3,5
739,23.3,24.45,5
740,24.25,24.35,5
741,23.8,25.25,5
742,23.4,23.8,5
743,22.9,23.2,5
744,22.3,22.8,5
745,22.2,22.4,5
746,23.1,21.7,5
747,22.85,21.9,5
748,22.65,21.1,5
749,23.15,22.6,5
750,24.1,21.9,5
751,24.7,22.2,5
752,24.3,22.6,5
753,24.15,23.3,5
754,23.9,23.45,5
755,5.2,2.15,1
756,6.35,1.95,1
757,6.75,2.3,1
758,5.9,2.4,1
759,5.4,2.7,1
760,4.85,2.9,1
761,4.85,3.35,1
762,5.15,3.45,1
763,5.7,3.45,1
764,6.2,3.0,1
765,6.2,3.2,1
766,7.65,2.15,1
767,7.2,2.75,1
768,6.75,3.2,1
769,6.75,3.55,1
770,6.65,3.8,1
771,5.8,4.0,1
772,4.95,4.05,1
773,5.1,4.35,1
774,5.7,4.45,1
775,5.45,4.85,1
776,6.7,4.8,1
777,6.55,5.05,1
778,7.2,4.9,1
779,6.2,4.25,1
780,7.1,4.3,1
781,7.85,4.5,1
782,7.6,4.15,1
783,7.25,3.55,1
784,7.8,3.35,1
785,8.05,2.75,1
786,8.5,3.25,1
787,8.1,3.55,1
788,8.15,4.0,1
